,Date,Volume,Open,High,Low,Close,Dividends,Stock Splits
0,2025-07-31 09:33:00-04:00,13545,7.28000020980835,7.28000020980835,7.28000020980835,7.28000020980835,0.0,0.0
1,2025-07-31 09:37:00-04:00,2952,7.349999904632568,7.349999904632568,7.300000190734863,7.349999904632568,0.0,0.0
2,2025-07-31 09:41:00-04:00,1170,7.309999942779541,7.429999828338623,7.309999942779541,7.364999771118164,0.0,0.0
3,2025-07-31 09:44:00-04:00,155,7.372399806976318,7.372399806976318,7.372399806976318,7.372399806976318,0.0,0.0
4,2025-07-31 09:45:00-04:00,4630,7.320000171661377,7.349999904632568,7.309999942779541,7.349999904632568,0.0,0.0
5,2025-07-31 09:48:00-04:00,2746,7.364999771118164,7.364999771118164,7.349999904632568,7.349999904632568,0.0,0.0
6,2025-07-31 09:49:00-04:00,274,7.360000133514404,7.360000133514404,7.360000133514404,7.360000133514404,0.0,0.0
7,2025-07-31 09:50:00-04:00,909,7.360000133514404,7.385000228881836,7.360000133514404,7.385000228881836,0.0,0.0
8,2025-07-31 09:52:00-04:00,460,7.349999904632568,7.349999904632568,7.349999904632568,7.349999904632568,0.0,0.0
9,2025-07-31 09:54:00-04:00,102,7.350200176239014,7.350200176239014,7.350200176239014,7.350200176239014,0.0,0.0
10,2025-07-31 09:55:00-04:00,260,7.360000133514404,7.360000133514404,7.360000133514404,7.360000133514404,0.0,0.0
11,2025-07-31 09:56:00-04:00,1746,7.349999904632568,7.355000019073486,7.349999904632568,7.355000019073486,0.0,0.0
12,2025-07-31 10:00:00-04:00,707,7.400000095367432,7.400000095367432,7.400000095367432,7.400000095367432,0.0,0.0
13,2025-07-31 10:03:00-04:00,200,7.355000019073486,7.355000019073486,7.355000019073486,7.355000019073486,0.0,0.0
14,2025-07-31 10:04:00-04:00,1033,7.349999904632568,7.400000095367432,7.349999904632568,7.400000095367432,0.0,0.0
15,2025-07-31 10:07:00-04:00,1938,7.399899959564209,7.399899959564209,7.349999904632568,7.349999904632568,0.0,0.0
16,2025-07-31 10:09:00-04:00,453,7.34499979019165,7.381199836730957,7.34499979019165,7.381199836730957,0.0,0.0
17,2025-07-31 10:11:00-04:00,411,7.320000171661377,7.355000019073486,7.320000171661377,7.355000019073486,0.0,0.0
18,2025-07-31 10:15:00-04:00,353,7.329999923706055,7.329999923706055,7.329999923706055,7.329999923706055,0.0,0.0
19,2025-07-31 10:18:00-04:00,175,7.329999923706055,7.329999923706055,7.329999923706055,7.329999923706055,0.0,0.0
20,2025-07-31 10:20:00-04:00,945,7.385300159454346,7.385300159454346,7.385300159454346,7.385300159454346,0.0,0.0
21,2025-07-31 10:21:00-04:00,702,7.355000019073486,7.355000019073486,7.355000019073486,7.355000019073486,0.0,0.0
22,2025-07-31 10:22:00-04:00,212,7.329999923706055,7.329999923706055,7.329999923706055,7.329999923706055,0.0,0.0
23,2025-07-31 10:24:00-04:00,283,7.349999904632568,7.349999904632568,7.349999904632568,7.349999904632568,0.0,0.0
24,2025-07-31 10:26:00-04:00,403,7.320000171661377,7.349999904632568,7.320000171661377,7.349999904632568,0.0,0.0
25,2025-07-31 10:27:00-04:00,2999,7.349999904632568,7.349999904632568,7.349999904632568,7.349999904632568,0.0,0.0
26,2025-07-31 10:30:00-04:00,554,7.349999904632568,7.360000133514404,7.349999904632568,7.349999904632568,0.0,0.0
27,2025-07-31 10:32:00-04:00,1900,7.34499979019165,7.364999771118164,7.34499979019165,7.364999771118164,0.0,0.0
28,2025-07-31 10:33:00-04:00,116,7.349999904632568,7.349999904632568,7.349999904632568,7.349999904632568,0.0,0.0
29,2025-07-31 10:34:00-04:00,434,7.349999904632568,7.349999904632568,7.349999904632568,7.349999904632568,0.0,0.0
30,2025-07-31 10:35:00-04:00,434,7.329999923706055,7.349999904632568,7.329999923706055,7.349999904632568,0.0,0.0
31,2025-07-31 10:37:00-04:00,5829,7.309999942779541,7.360000133514404,7.28000020980835,7.360000133514404,0.0,0.0
32,2025-07-31 10:38:00-04:00,1410,7.350100040435791,7.3649001121521,7.350100040435791,7.3649001121521,0.0,0.0
33,2025-07-31 10:40:00-04:00,104,7.289999961853027,7.289999961853027,7.289999961853027,7.289999961853027,0.0,0.0
34,2025-07-31 10:41:00-04:00,557,7.290900230407715,7.290900230407715,7.289999961853027,7.289999961853027,0.0,0.0
35,2025-07-31 10:43:00-04:00,333,7.289999961853027,7.300000190734863,7.289999961853027,7.289999961853027,0.0,0.0
36,2025-07-31 10:44:00-04:00,499,7.329999923706055,7.329999923706055,7.289999961853027,7.289999961853027,0.0,0.0
37,2025-07-31 10:45:00-04:00,620,7.335000038146973,7.335000038146973,7.300000190734863,7.300000190734863,0.0,0.0
38,2025-07-31 10:47:00-04:00,200,7.300000190734863,7.300000190734863,7.300000190734863,7.300000190734863,0.0,0.0
39,2025-07-31 10:48:00-04:00,2060,7.329999923706055,7.349999904632568,7.315000057220459,7.329999923706055,0.0,0.0
40,2025-07-31 10:49:00-04:00,575,7.300000190734863,7.300000190734863,7.300000190734863,7.300000190734863,0.0,0.0
41,2025-07-31 10:52:00-04:00,918,7.300000190734863,7.300000190734863,7.300000190734863,7.300000190734863,0.0,0.0
42,2025-07-31 10:54:00-04:00,800,7.300000190734863,7.300000190734863,7.300000190734863,7.300000190734863,0.0,0.0
43,2025-07-31 10:56:00-04:00,487,7.300000190734863,7.300000190734863,7.28000020980835,7.28000020980835,0.0,0.0
44,2025-07-31 10:57:00-04:00,471,7.300000190734863,7.300000190734863,7.300000190734863,7.300000190734863,0.0,0.0
45,2025-07-31 10:58:00-04:00,463,7.300000190734863,7.300000190734863,7.300000190734863,7.300000190734863,0.0,0.0
46,2025-07-31 10:59:00-04:00,531,7.300000190734863,7.300000190734863,7.300000190734863,7.300000190734863,0.0,0.0
47,2025-07-31 11:00:00-04:00,16136,7.289999961853027,7.320000171661377,7.28000020980835,7.300000190734863,0.0,0.0
48,2025-07-31 11:01:00-04:00,877,7.300000190734863,7.320000171661377,7.300000190734863,7.320000171661377,0.0,0.0
49,2025-07-31 11:02:00-04:00,333,7.320000171661377,7.320000171661377,7.300000190734863,7.320000171661377,0.0,0.0
50,2025-07-31 11:03:00-04:00,222,7.329999923706055,7.329999923706055,7.28000020980835,7.28000020980835,0.0,0.0
51,2025-07-31 11:05:00-04:00,1650,7.300000190734863,7.329999923706055,7.300000190734863,7.329999923706055,0.0,0.0
52,2025-07-31 11:06:00-04:00,300,7.300000190734863,7.300000190734863,7.300000190734863,7.300000190734863,0.0,0.0
53,2025-07-31 11:07:00-04:00,1172,7.300000190734863,7.320000171661377,7.300000190734863,7.320000171661377,0.0,0.0
54,2025-07-31 11:09:00-04:00,2811,7.320000171661377,7.320000171661377,7.320000171661377,7.320000171661377,0.0,0.0
