Target Low,Target High,Target Mean,Target Median,Avg Rating,Rec,Analysts
,,,,,none,
,,,,,none,
,,,,,none,
330.0,380.0,355.0,355.0,,none,3.0
23.43333,25.0,24.21666,24.21666,2.5,buy,2.0
,,,,,none,
,,,,,,
52.0,72.0,63.07692,64.0,,none,13.0
23.0,28.0,26.27273,27.0,,none,11.0
,,,,,none,
80.0,95.0,87.0,87.5,1.72727,buy,10.0
51.0,91.0,70.55556,75.0,2.22222,buy,9.0
,,,,,none,
174.0,210.0,191.77779,190.0,,none,9.0
15.494456,24.619476,18.173729,17.393726,2.18182,buy,21.0
100.0,137.0,109.63889,107.75,2.0,buy,18.0
97.0,145.0,123.92308,124.0,2.6,hold,13.0
149.0,169.0,160.25,161.5,,none,4.0
8.0,20.0,13.31429,13.0,2.13636,buy,21.0
137.0,183.0,170.77779,175.0,2.0,buy,9.0
60.0,60.0,60.0,60.0,,none,1.0
55.0,83.0,72.23077,72.0,2.8,hold,13.0
26.0,35.0,30.0,30.0,1.5,strong_buy,18.0
70.0,128.0,97.28571,94.0,2.73077,hold,21.0
66.0,73.0,69.16667,69.5,3.0,hold,6.0
105.0,159.0,133.66667,132.0,1.86667,buy,15.0
75.0,90.0,81.88158,81.0,1.71429,buy,19.0
19.0,28.0,23.75,24.0,,none,12.0
83.0,165.0,136.77779,140.0,1.66667,buy,18.0
140.0,168.0,148.66667,143.5,2.5,buy,6.0
75.0,143.0,109.53846,110.0,1.72414,buy,26.0
65.0,106.0,82.54545,80.0,2.14286,buy,11.0
,,,,,none,
6.2,7.0,6.6125,6.625,3.0,hold,4.0
30.0,48.0,34.3,33.0,2.90909,hold,10.0
100.0,154.0,134.3077,140.0,3.21429,hold,13.0
60.0,93.0,71.25,69.0,1.46154,strong_buy,8.0
,,,,,none,
12.0,22.0,17.11111,18.0,1.45455,strong_buy,9.0
5.5,6.0,5.83333,6.0,1.5,strong_buy,3.0
123.0,155.0,135.375,136.0,1.875,buy,8.0
42.0,48.25,44.60294,44.0,2.94444,hold,17.0
200.0,255.0,221.90909,221.0,2.0,buy,11.0
25.0,99.0,39.5,28.0,2.42857,buy,7.0
,,,,,none,
,,,,,none,
19.7,29.0,25.04118,26.0,2.38889,buy,17.0
175.0,550.0,389.33334,443.0,4.0,underperform,3.0
28.0,50.0,42.66667,44.0,2.5,buy,24.0
,,,,,none,
310.0,500.0,388.85715,390.5,1.64286,buy,14.0
55.0,69.0,61.14286,62.0,,none,21.0
86.0,107.0,96.0,95.5,2.16667,buy,4.0
104.0,130.0,122.07143,125.0,1.42857,strong_buy,14.0
40.0,50.0,43.41667,42.25,,none,6.0
,,,,,none,
185.0,195.0,190.0,190.0,,none,3.0
88.0,131.0,110.61905,110.0,1.54545,buy,21.0
176.8,225.0,208.08888,217.0,,none,9.0
,,,,,none,
170.0,210.0,187.57143,185.0,1.75,buy,7.0
250.0,405.0,337.55,347.5,2.19048,buy,20.0
,,,,,none,
,,,,,none,
72.0,125.0,92.21429,92.5,1.82353,buy,14.0
90.0,165.0,139.63158,142.0,2.27273,buy,19.0
47.0,58.0,52.44444,52.0,2.1,buy,9.0
37.8,78.6,57.61478,56.3,1.88,buy,23.0
100.0,130.0,113.5,112.0,1.77778,buy,8.0
36.0,55.0,44.06,45.0,1.8,buy,10.0
,,,,,none,
120.0,150.0,135.9375,139.0,2.11765,buy,16.0
35.0,52.0,41.27273,41.0,2.91667,hold,11.0
31.71082,50.582203,37.356026,35.41555,1.16667,strong_buy,6.0
32.0,39.0,35.33333,36.0,1.33333,strong_buy,9.0
,,,,,none,
20.0,35.0,28.125,29.0,3.27273,hold,8.0
47.0,70.0,61.33333,60.0,1.43478,strong_buy,21.0
27.0,42.0,33.54545,33.0,2.08333,buy,11.0
57.0,80.0,63.54545,62.0,2.36364,buy,11.0
114.0,200.0,166.66667,170.0,2.55556,hold,15.0
112.0,145.0,132.0,135.0,,none,6.0
275.0,310.0,297.8889,300.0,1.11111,strong_buy,9.0
60.0,100.0,76.64706,75.0,1.76471,buy,17.0
73.0,90.0,80.125,78.5,1.25,strong_buy,8.0
89.0,160.0,109.33333,106.0,1.94737,buy,12.0
265.0,409.0,326.5,327.5,,none,6.0
80.0,144.0,108.36412,112.7235,1.88235,buy,16.0
30.0,46.0,38.57143,39.5,2.92857,hold,14.0
19.0,25.0,24.4,25.0,3.0,hold,10.0
,,,,,none,
68.0,110.0,83.2,81.0,1.6,buy,5.0
11.0,14.5,12.86111,13.0,1.44444,strong_buy,9.0
76.0,90.0,82.0,81.0,,none,4.0
18.0,30.0,23.64286,23.5,,none,14.0
20.0,24.0,21.85714,22.0,2.125,buy,7.0
,,,,,none,
121.0,145.0,134.5,136.0,,none,4.0
38.0,44.0,41.0,41.0,1.0,strong_buy,3.0
,,,,,none,
41.0,50.0,45.57143,46.0,2.25,buy,7.0
350.0,600.0,446.7143,440.0,2.25,buy,7.0
,,,,,none,
16.0,35.0,23.85714,22.5,2.96552,hold,28.0
220.0,280.0,246.88889,245.0,,none,9.0
183.0,215.0,193.55556,190.0,1.66667,buy,9.0
,,,,,none,
159.0,170.0,163.75,163.0,,none,4.0
145.0,230.0,183.4706,183.0,1.44444,strong_buy,17.0
,,,,,none,
,,,,,none,
45.0,85.0,62.22222,60.0,1.53571,buy,27.0
,,,,,none,
280.0,315.0,298.33334,300.0,1.28571,strong_buy,6.0
61.0,84.0,67.66667,63.5,2.16667,buy,6.0
85.0,177.5,149.41667,160.0,2.0,buy,6.0
,,,,,none,
84.0,129.0,101.66667,97.0,2.44444,buy,9.0
,,,,,none,
184.0,290.0,237.72726,238.0,2.75,hold,11.0
64.0,90.0,83.27273,86.0,2.41667,buy,11.0
,,,,,none,
13.0,18.0,15.68182,15.5,1.66667,buy,11.0
125.0,155.0,137.63635,133.0,1.27273,strong_buy,11.0
380.0,400.0,393.33334,400.0,,none,3.0
35.0,60.0,47.05556,47.5,2.0,buy,18.0
90.0,130.0,111.91667,110.5,2.33333,buy,12.0
37.0,50.0,44.36364,45.0,1.63636,buy,11.0
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
,,,,,none,
61.0,67.0,64.83333,66.0,1.66667,buy,6.0
9.0,10.4,9.38,9.0,,none,5.0
145.0,185.0,160.0,160.0,1.16667,strong_buy,5.0
160.0,255.0,206.09091,200.0,1.52174,buy,22.0
52.0,56.0,54.14286,54.0,1.66667,buy,7.0
40.0,55.0,46.25,45.0,1.5,strong_buy,4.0
,,,,,none,
,,,,,none,
168.0,274.0,218.83333,213.5,2.4,buy,12.0
95.0,114.0,103.0,100.0,1.5,strong_buy,3.0
,,,,,none,
137.0,196.0,173.0,186.0,,none,3.0
,,,,,none,
43.0,68.0,53.2,52.0,1.85714,buy,20.0
104.0,160.0,140.88889,142.0,2.33333,buy,9.0
,,,,,none,
,,,,,none,
57.0,60.0,58.33333,58.0,1.25,strong_buy,3.0
51.0,83.0,67.25,65.0,,none,16.0
38.0,83.0,58.23077,60.5,1.96296,buy,26.0
15.0,17.0,16.2,16.0,2.2,buy,5.0
28.0,33.5,31.625,32.0,1.77778,buy,8.0
48.0,62.0,55.0,55.0,3.25,hold,2.0
90.0,106.78,97.195,96.0,1.5,strong_buy,4.0
120.0,140.0,131.5,133.0,1.66667,buy,6.0
50.0,65.0,59.0,60.0,2.07143,buy,14.0
56.0,88.0,72.4,72.0,1.3125,strong_buy,15.0
56.0,74.0,65.21429,65.0,1.8125,buy,14.0
16.504541,26.607471,22.906609,23.953144,1.6875,buy,14.0
,,,,,none,
,,,,,none,
60.0,76.0,66.5,65.5,1.45455,strong_buy,10.0
118.0,142.0,132.55556,132.0,1.77778,buy,9.0
,,,,,none,
35.0,46.0,38.81818,38.0,2.36364,buy,11.0
,,,,,none,
22.4,32.9,25.60833,25.0,2.16667,buy,12.0
,,,,,none,
160.0,215.0,179.0,172.5,2.47368,buy,16.0
,,,,,none,
51.0,64.0,55.93333,56.0,,none,15.0
,,,,,none,
95.0,135.0,112.5,110.0,1.28571,strong_buy,14.0
,,,,,none,
130.0,220.0,179.72221,180.0,1.71429,buy,18.0
,,,,,none,
,,,,,none,
110.0,123.0,115.1,115.0,,none,10.0
903.0295,903.0295,903.0295,903.0295,,none,1.0
58.0,100.0,88.975,93.5,1.125,strong_buy,8.0
184.0,208.0,191.8,187.0,2.0,buy,5.0
80.0,101.0,89.92308,88.0,2.125,buy,13.0
92.0,160.0,122.30769,122.0,1.69231,buy,13.0
220.0,311.0,266.5,267.5,,none,4.0
160.0,220.0,181.88889,184.0,1.55556,buy,9.0
30.0,47.0,37.44444,38.0,1.94737,buy,18.0
11.1,16.85,12.99368,12.6,,none,19.0
,,,,,none,
95.0,118.0,103.0,100.0,3.2,hold,5.0
,,,,,none,
,,,,,none,
39.0,70.0,56.0,57.0,1.8125,buy,15.0
40.0,57.0,49.88889,50.0,1.9,buy,9.0
52.0,90.0,78.0,78.5,2.5,buy,12.0
72.0,87.0,81.25,83.0,2.0,buy,4.0
490.0,610.0,567.25,584.5,,none,4.0
95.0,118.0,104.96667,104.0,,none,15.0
,,,,,none,
112.0,150.0,133.61539,135.0,1.4,strong_buy,13.0
85.0,105.0,95.75,96.5,1.5,strong_buy,4.0
38.0,54.0,45.22222,45.0,2.44444,buy,9.0
125.0,175.0,150.14285,154.0,2.11111,buy,7.0
70.0,86.0,77.0,76.0,,none,4.0
50.0,72.0,65.66667,67.5,1.83333,buy,6.0
54.0,92.0,72.0,71.0,2.05556,buy,17.0
,,,,,none,
,,,,,none,
54.0,94.0,76.60056,77.0,1.47368,strong_buy,18.0
47.0,70.0,61.2,62.5,1.61905,buy,20.0
,,,,,none,
28.0,36.0,32.125,33.0,2.1,buy,8.0
421.0,421.0,421.0,421.0,,none,1.0
69.0,85.0,76.0,74.5,,none,8.0
110.0,125.0,120.16667,121.0,1.4,strong_buy,6.0
37.0,43.0,40.2,40.5,2.2,buy,10.0
12.5,16.0,14.2,14.0,,none,10.0
109.0,140.0,122.87286,125.0,1.875,buy,7.0
70.0,135.0,102.4,106.5,2.7,hold,10.0
35.0,44.0,39.0,38.0,1.54545,buy,11.0
10.0,28.0,17.09167,16.0,2.52273,hold,36.0
1.0,7.0,2.50333,2.1,3.14286,hold,12.0
,,,,,,
76.0,90.0,81.15385,80.0,,none,13.0
10.0,14.0,12.125,12.25,1.76923,buy,12.0
98.0,135.0,116.75,117.0,3.5,hold,4.0
53.0,67.0,60.71429,61.0,1.875,buy,7.0
23.0,36.0,30.54545,31.0,1.41667,strong_buy,11.0
26.0,30.0,27.33333,27.0,,none,6.0
26.0,41.0,34.30769,34.0,2.53846,hold,13.0
,,,,,none,
56.0,80.0,64.84615,62.0,1.5,strong_buy,13.0
47.0,67.0,56.75,56.75,2.27273,buy,10.0
,,,,,none,
59.0,87.0,74.33333,77.0,,none,3.0
26.0,34.0,29.8,30.0,1.6,buy,10.0
,,,,,none,
2.7,14.0,9.0,9.65,1.25,strong_buy,4.0
23.0,37.0,28.6207,28.0,1.8,buy,10.0
48.0,86.0,64.16,64.0,2.7,hold,25.0
45.0,54.0,50.38462,50.0,,none,13.0
32.0,45.0,39.1,39.5,1.5,strong_buy,10.0
185.0,210.0,196.2857,194.0,2.0,buy,7.0
30.0,61.0,40.93333,40.0,1.75,buy,15.0
,,,,,none,
190.0,250.0,231.88889,230.0,1.55556,buy,9.0
195.0,287.0,240.2857,240.0,1.71429,buy,7.0
44.0,51.0,47.99364,49.0,1.75,buy,11.0
280.0,325.0,300.0,297.5,,none,4.0
33.0,40.0,35.88889,36.0,1.5,strong_buy,18.0
59.0,70.0,66.25,67.0,2.125,buy,8.0
,,,,,none,
106.0,182.0,152.4,154.0,,none,10.0
145.0,172.0,158.8,157.0,1.66667,buy,5.0
205.0,235.0,217.5,215.0,1.75,buy,4.0
1.7,2.1,1.90333,1.91,4.0,underperform,3.0
,,,,,none,
53.0,68.0,63.23077,65.0,1.84615,buy,13.0
20.0,105.0,80.84615,82.0,2.53333,hold,13.0
,,,,,none,
4.5,18.0,12.38889,13.0,1.77778,buy,9.0
27.0,31.0,29.1,29.5,1.3,strong_buy,10.0
110.0,135.0,125.0,126.5,1.25,strong_buy,8.0
105.0,150.0,126.44444,127.0,1.9,buy,9.0
,,,,,none,
15.0,20.0,17.375,17.0,3.0,hold,8.0
,,,,,none,
24.0,42.0,30.55556,30.0,2.11111,buy,9.0
,,,,,none,
8.05,8.05,8.05,8.05,1.88889,buy,1.0
31.0,39.0,35.6,38.0,2.5,buy,5.0
52.0,67.0,60.41176,61.0,1.58824,buy,17.0
106.0,130.0,115.33333,113.0,1.16667,strong_buy,12.0
55.0,61.25,58.89286,59.0,,none,7.0
20.0,36.0,24.68677,25.0,1.8,buy,31.0
32.980667,67.08076,46.904457,47.62591,1.47368,strong_buy,19.0
,,,,,none,
,,,,,none,
109.0,120.0,114.5,114.5,,none,2.0
19.0,30.0,27.0,27.0,2.55556,hold,9.0
3.5,3.5,3.5,3.5,3.0,hold,1.0
,,,,,none,
14.0,17.0,15.28571,15.0,1.28571,strong_buy,7.0
36.0,43.0,38.6,38.0,1.2,strong_buy,5.0
57.0,64.0,60.6,60.0,3.0,hold,5.0
34.0,40.0,36.11111,35.0,1.54545,buy,9.0
,,,,,none,
90.0,140.0,123.33333,127.5,1.57143,buy,6.0
144.0,200.0,176.94632,183.0,1.26316,strong_buy,19.0
,,,,,none,
105.0,166.0,134.26666,131.0,1.53333,buy,15.0
6.942649,8.331179,7.636914,7.636914,2.5,buy,2.0
146.0,244.0,181.09091,175.0,2.45455,buy,11.0
110.0,135.0,118.4,112.0,,none,5.0
2.0,4.5,3.25,3.25,,none,2.0
11.71,17.0,14.14733,14.0,2.71429,hold,15.0
220.0,275.0,246.42857,250.0,1.71429,buy,7.0
3.6624913,5.069386,4.0320997,3.7501369,,none,5.0
170.0,200.0,184.55556,185.0,2.61538,hold,9.0
48.0,89.0,64.88235,62.0,1.38889,strong_buy,17.0
29.72588,33.883293,32.484127,33.16367,1.83333,buy,4.0
210.0,215.0,213.33333,215.0,1.33333,strong_buy,3.0
401.0,560.0,478.25,487.5,2.1,buy,8.0
18.0,34.0,23.86818,23.0,2.15385,buy,11.0
52.0,96.0,67.0,66.5,1.27778,strong_buy,18.0
19.0,30.0,24.375,24.5,,none,8.0
21.0,30.0,24.83333,25.0,1.53846,buy,12.0
53.0,80.0,62.375,62.0,2.47059,buy,16.0
,,,,,none,
75.0,115.0,94.5,96.5,,none,6.0
30.0,45.0,38.41667,37.0,1.33333,strong_buy,12.0
182.0,190.0,184.66667,182.0,1.66667,buy,3.0
27.0,36.31,31.655,31.655,3.0,hold,2.0
18.0,20.0,18.5625,18.25,,none,8.0
26.0,27.0,26.75,27.0,3.0,hold,4.0
326.0,345.0,335.5,335.5,,none,2.0
,,,,,none,
129.0,155.0,144.4,147.5,1.45455,strong_buy,10.0
30.0,36.0,33.71429,35.0,,none,7.0
71.0,112.0,95.125,98.0,,none,8.0
42.0,67.0,56.44444,55.0,2.55556,hold,9.0
,,,,,,
85.0,105.0,94.6,94.0,1.9,buy,10.0
59.3,66.0,64.26,65.0,1.0,strong_buy,5.0
120.0,167.0,147.2,150.0,1.81818,buy,10.0
,,,,,none,
40.0,40.0,40.0,40.0,,none,5.0
51.0,126.0,89.08333,91.0,2.66667,hold,12.0
117.0,160.0,133.5,129.5,2.73333,hold,14.0
104.0,140.0,120.55556,125.0,2.9,hold,9.0
34.0,39.0,36.5,36.5,1.0,strong_buy,2.0
17.0,36.0,23.1,23.0,1.75676,buy,35.0
75.0,88.0,80.16667,80.0,1.85714,buy,6.0
120.0,200.0,140.11111,135.0,2.84615,hold,9.0
105.0,115.0,109.5,109.0,2.5,buy,4.0
95.0,136.0,114.16667,112.5,2.4,buy,12.0
48.0,55.0,52.3125,52.0,1.5,strong_buy,16.0
178.0,192.0,185.0,185.0,,none,2.0
,,,,,none,
109.0,137.0,120.6,122.0,1.0,strong_buy,5.0
,,,,,none,
,,,,,,
425.0,500.0,467.5,472.5,,none,4.0
10.0,11.0,10.75,11.0,,none,10.0
219.0,265.0,240.33333,235.0,2.33333,buy,6.0
48.0,52.0,50.33333,50.5,,none,6.0
,,,,,none,
,,,,,none,
23.0,29.0,27.0,29.0,1.8,buy,3.0
32.0,64.0,47.69231,48.0,1.69231,buy,13.0
158.0,200.0,180.38461,180.0,1.35714,strong_buy,13.0
110.0,135.0,121.71429,119.0,,none,7.0
,,,,,none,
60.0,107.0,86.125,87.5,2.0,buy,8.0
25.0,32.0,27.66667,27.0,2.66667,hold,12.0
,,,,,none,
100.0,140.0,115.91667,112.0,1.30769,strong_buy,12.0
7.9473867,7.9473867,7.9473867,7.9473867,1.0,strong_buy,1.0
105.0,200.0,147.125,150.0,2.77778,hold,8.0
60.0,80.0,73.71429,75.0,1.28571,strong_buy,7.0
,,,,,none,
,,,,,,
,,,,,none,
189.0,220.0,200.33333,192.0,,none,3.0
80.0,88.0,84.0,84.0,2.41667,buy,10.0
,,,,,none,
38.0,42.0,40.16667,40.0,,none,6.0
,,,,,none,
21.0,24.0,22.88462,24.0,1.64286,buy,13.0
27.0,61.0,41.47059,43.0,1.52941,buy,17.0
,,,,,none,
3.4,4.75,4.33,4.5,2.15385,buy,5.0
142.0,254.0,213.2857,218.0,1.4,strong_buy,14.0
90.0,160.0,125.0,122.5,1.875,buy,8.0
69.0,135.0,106.66667,112.0,2.66667,hold,9.0
,,,,,none,
6.5,12.5,8.36111,8.0,2.11111,buy,9.0
72.0,165.0,122.46154,118.0,1.73333,buy,13.0
65.0,89.0,74.8,74.0,,none,5.0
12.0,18.0,15.14286,15.5,2.53333,hold,14.0
90.0,122.0,103.54545,103.0,1.63636,buy,11.0
38.0,65.0,46.72727,43.0,2.07692,buy,11.0
64.0,74.0,69.125,69.0,,none,8.0
15.245,24.5,20.10643,20.0,1.0,strong_buy,7.0
10.0,40.0,14.89,14.0,2.73913,hold,20.0
38.0,41.0,39.0,38.5,,none,4.0
,,,,,none,
20.0,30.0,22.2,21.0,1.2,strong_buy,10.0
66.0,110.0,90.4,92.0,1.11765,strong_buy,15.0
34.0,60.0,46.16667,45.0,1.58333,buy,12.0
47.0,65.0,56.8,60.0,,none,5.0
40.0,72.0,52.5,50.0,1.46667,strong_buy,14.0
115.0,115.0,115.0,115.0,,none,1.0
8.5,18.0,14.25,14.75,1.625,buy,8.0
5.0,14.0,10.85909,11.0,2.41667,buy,11.0
97.0,131.0,111.11111,115.0,1.33333,strong_buy,9.0
55.0,71.0,64.33333,65.0,2.77778,hold,15.0
,,,,,none,
15.0,24.0,18.95,18.5,3.0,hold,10.0
,,,,,none,
47.0,67.0,59.09091,60.0,,none,11.0
,,,,,none,
38.0,48.0,43.625,44.0,1.85714,buy,12.0
60.0,77.0,64.6,60.0,1.33333,strong_buy,5.0
63.0,145.0,96.5,86.0,3.0,hold,8.0
168.0,235.0,201.0,200.0,1.33333,strong_buy,3.0
135.0,147.0,142.6,145.0,1.0,strong_buy,5.0
22.0,32.0,26.0,25.0,2.16667,buy,11.0
37.0,95.0,48.94444,46.5,2.2,buy,18.0
180.0,232.0,196.33333,191.5,2.33333,buy,6.0
11.5,15.5,13.25,13.0,2.375,buy,15.0
,,,,,none,
158.0,180.0,171.2857,175.0,,none,7.0
40.0,100.0,54.9375,48.5,2.375,buy,16.0
31.1,31.1,31.1,31.1,1.0,strong_buy,1.0
,,,,,,
,,,,,none,
8.5,10.4,9.28,9.0,2.08333,buy,5.0
,,,,,none,
115.0,125.0,121.66667,125.0,2.0,buy,3.0
,,,,,none,
,,,,,none,
22.0,30.0,26.25,25.0,,none,8.0
94.0,105.0,99.33333,100.0,,none,6.0
81.0,105.0,89.85714,89.0,,none,7.0
,,,,,none,
23.0,38.0,29.26316,28.0,1.45,strong_buy,19.0
,,,,,none,
,,,,,none,
90.0,120.0,105.0,105.0,2.0,buy,2.0
,,,,,none,
32.0,268.0,82.0,80.0,2.07407,buy,23.0
72.0,87.0,81.25,83.0,2.0,buy,4.0
122.0,125.0,124.0,125.0,1.0,strong_buy,3.0
30.0,54.0,41.5,42.0,1.70588,buy,16.0
,,,,,none,
140.0,169.0,152.25,150.0,1.25,strong_buy,4.0
35.0,35.0,35.0,35.0,1.5,strong_buy,2.0
,,,,,none,
33.495598,43.48153,39.712166,39.60666,1.17647,strong_buy,15.0
12.0,12.0,12.0,12.0,1.0,strong_buy,1.0
72.0,97.0,85.0,86.0,,none,6.0
34.0,45.0,39.0,40.0,1.71429,buy,7.0
,,,,,none,
73.0,81.0,77.66667,79.0,,none,6.0
16.0,27.0,22.18182,22.0,1.41667,strong_buy,11.0
47.0,64.0,53.28571,52.0,2.75,hold,7.0
3.7065978,4.137485,3.9265797,3.9356563,,none,3.0
74.0,115.0,104.07143,110.0,,none,14.0
220.0,314.0,256.8,257.0,1.83333,buy,5.0
215.0,335.0,261.75,247.5,2.55556,hold,8.0
49.0,61.0,53.57143,52.0,1.875,buy,7.0
97.0,160.0,141.02333,145.0,2.82609,hold,18.0
18.0,22.0,20.09091,20.0,2.15385,buy,11.0
,,,,,none,
34.0,40.0,37.0,37.5,,none,6.0
,,,,,none,
21.0,32.0,25.9,25.5,2.4,buy,5.0
118.0,190.0,154.13333,150.0,1.4,strong_buy,15.0
,,,,,none,
36.0,44.0,39.09091,38.0,2.16667,buy,11.0
35.0,40.0,37.775,37.25,2.83333,hold,10.0
14.0,15.0,14.5,14.5,,none,2.0
135.0,170.0,155.0,157.5,2.0,buy,4.0
106.0,130.0,116.0,115.0,1.16667,strong_buy,6.0
31.0,50.0,39.07143,39.5,1.8125,buy,14.0
14.4,20.0,17.81667,18.5,2.33333,buy,6.0
67.0,83.0,75.28571,76.0,2.125,buy,7.0
22.0,23.0,22.2,22.0,,none,5.0
35.0,45.0,39.0,39.0,1.83333,buy,6.0
31.0,35.0,32.75,33.0,1.83333,buy,12.0
,,,,,none,
45.0,45.0,45.0,45.0,3.0,hold,1.0
33.0,55.0,38.33333,37.0,2.88235,hold,15.0
,,,,,none,
785.0,785.0,785.0,785.0,,none,1.0
18.0,20.0,18.6,18.0,1.16667,strong_buy,5.0
40.0,58.0,46.36364,45.0,2.46154,buy,11.0
,,,,,,
125.0,140.0,131.6,130.0,,none,5.0
,,,,,none,
25.0,45.0,34.0,33.0,2.625,hold,8.0
37.0,40.0,38.5,38.5,3.0,hold,2.0
,,,,,none,
,,,,,none,
,,,,,none,
11.0,20.0,15.38095,15.0,2.47826,buy,21.0
16.0,23.0,20.25,20.5,,none,8.0
50.0,65.0,57.4,56.5,1.72727,buy,10.0
240.0,243.0,241.0,240.0,,none,3.0
119.0,138.0,128.5,128.5,1.0,strong_buy,2.0
10.0,32.0,19.64286,19.0,3.21429,hold,14.0
67.0,140.0,90.91667,87.0,2.42857,buy,12.0
30.0,39.0,34.83333,35.0,3.5,hold,15.0
11.0,53.0,40.5,46.0,1.75,buy,6.0
1.15,1.15,1.15,1.15,,none,1.0
41.0,120.0,71.05263,70.0,1.7619,buy,19.0
30.0,51.0,38.14286,37.5,2.2,buy,14.0
11.0,24.0,17.39706,17.5,1.47059,strong_buy,17.0
14.0,17.0,16.0,16.5,2.0,buy,6.0
88.0,90.0,89.0,89.0,,none,2.0
65.0,85.0,74.14286,75.0,2.875,hold,7.0
15.0,25.0,19.0,19.0,2.5,buy,15.0
50.0,54.0,52.0,52.0,2.0,buy,2.0
27.0,85.0,42.45156,40.0,2.91176,hold,32.0
22.0,25.0,24.00533,24.516,1.16667,strong_buy,6.0
34.0,41.0,38.77778,39.0,1.5,strong_buy,9.0
130.0,130.0,130.0,130.0,3.0,hold,1.0
24.0,45.0,36.5,39.5,2.1,buy,8.0
66.0,89.0,76.71429,76.0,2.71429,hold,7.0
19.0,33.0,24.16667,24.5,2.0,buy,12.0
123.0,162.0,140.2143,137.0,2.94444,hold,14.0
76.0,88.5,80.92857,81.0,2.28571,buy,7.0
28.31,53.0,40.931,40.5,2.15385,buy,10.0
,,,,,none,
11.5,16.68,14.09,14.09,1.41176,strong_buy,2.0
7.0,11.0,8.95,8.5,,none,10.0
19.0,34.0,26.8,27.0,2.41176,buy,15.0
2.5,11.0,6.225,6.15,,none,8.0
6.0,6.75,6.25,6.125,3.0,hold,8.0
,,,,,none,
29.0,46.0,37.5,37.5,,none,2.0
130.0,180.0,150.44444,150.0,,none,9.0
84.0,151.0,114.25,115.0,2.27273,buy,8.0
44.5,55.0,51.1,51.0,1.16667,strong_buy,5.0
2.0,7.0,4.825,5.0,2.72727,hold,10.0
,,,,,none,
43.0,64.0,52.75,52.0,3.2,hold,4.0
17.5,26.0,21.625,22.0,2.30769,buy,12.0
,,,,,none,
57.0,70.0,62.92308,62.0,1.5,strong_buy,13.0
30.0,32.0,30.875,31.0,1.42857,strong_buy,8.0
,,,,,none,
36.5,46.0,41.07143,41.0,2.71429,hold,7.0
60.0,60.0,60.0,60.0,,none,2.0
18.0,44.0,26.66667,26.5,,none,12.0
59.0,76.0,66.6,66.0,2.2,buy,5.0
,,,,,none,
,,,,,none,
42.541332,51.101498,46.82141,46.82141,1.66667,buy,2.0
269.0,340.0,294.66666,283.0,2.83333,hold,6.0
4.5,6.5,5.71667,5.75,2.1,buy,6.0
,,,,,none,
76.0,85.0,80.25,80.0,1.75,buy,4.0
85.0,105.0,94.1,95.0,,none,10.0
120.0,170.0,152.36365,160.0,,none,11.0
110.0,162.0,135.4762,139.0,2.41667,buy,21.0
23.0,38.0,27.5,26.5,,none,14.0
,,,,,none,
48.0,68.0,58.41667,57.0,1.64286,buy,12.0
7.75,13.0,10.83333,10.5,1.44444,strong_buy,9.0
50.0,71.0,60.25,60.0,2.33333,buy,4.0
14.0,22.25,18.45,19.0,1.83333,buy,5.0
29.0,40.0,34.33333,34.0,2.22222,buy,9.0
90.0,120.0,108.0,111.0,,none,4.0
7.5,12.75,10.125,10.125,2.66667,hold,2.0
50.006668,74.74041,66.997665,67.764626,,none,10.0
49.0,89.0,60.19048,55.0,2.08333,buy,21.0
25.0,41.0,28.70833,27.5,1.33333,strong_buy,12.0
30.0,40.0,34.2,33.5,2.1,buy,10.0
10.0,18.0,13.9,14.6,2.22222,buy,9.0
29.0,38.0,34.66667,37.0,2.66667,hold,3.0
,,,,,none,
31.548553,41.461918,36.825428,38.034428,1.0,strong_buy,7.0
,,,,,none,
166.0,252.0,205.5,201.0,,none,10.0
55.0,60.0,56.75,56.0,1.25,strong_buy,4.0
15.0,23.0,19.31818,19.0,2.23529,buy,11.0
75.0,92.0,85.4,88.0,2.4,buy,5.0
90.0,90.0,90.0,90.0,,none,1.0
45.0,45.0,45.0,45.0,,none,1.0
,,,,,,
,,,,,none,
17.0,40.0,29.94737,31.0,2.05,buy,19.0
27.0,31.0,28.6,28.5,,none,10.0
130.0,136.0,132.66667,132.0,,none,3.0
4.0,6.11,5.055,5.055,,none,2.0
100.0,110.0,108.75,110.0,,none,8.0
319.43314,319.43314,319.43314,319.43314,,none,1.0
83.32847,158.2405,108.80482,107.13531,2.14286,buy,7.0
50.0,76.0,63.27778,63.0,2.66667,hold,18.0
133.0,150.0,141.5,141.5,2.0,buy,2.0
27.0,37.0,30.28571,31.0,2.42857,buy,7.0
,,,,,none,
31.0,60.0,45.125,42.5,3.4,hold,8.0
50.0,163.0,114.875,125.0,1.1,strong_buy,8.0
8.2,13.5,10.74,11.0,3.8,underperform,5.0
13.0,24.0,18.75,18.0,1.375,strong_buy,8.0
49.0,80.0,62.75,61.5,2.76923,hold,12.0
17.0,27.0,20.73333,20.0,1.86667,buy,15.0
58.0,73.0,68.5,70.0,1.75,buy,8.0
19.5,25.0,21.32143,20.5,1.64286,buy,14.0
179.0,436.0,257.2353,235.0,2.4,buy,17.0
,,,,,none,
,,,,,,
